repo	module_scope	components	comp_basis	comp_conf	detector_version
jhbruhn/eurorack	vcf-leiter/hardware_design	SMD	eagle packages (files=1: vcf_leiter.brd): smd=49 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
little-scale/eurorack	4000-series	THT	eagle packages (files=4: 4022_counter.brd, 4024_bin_counter.brd, 4028_bcd.brd, 4093_quad_lfo.brd): smd=0 tht_passive=112 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
little-scale/eurorack	USB_MIDI_12_gate_16_cv_interface	THT	eagle packages (files=1: usb_midi_12_gate_16_cv_interface.brd): smd=0 tht_passive=40 tht_to=0 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
little-scale/eurorack	USB_MIDI_Host	THT	eagle packages (files=1: usb_host_eurorack.brd): smd=0 tht_passive=15 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
rheslip/2HPico-Eurorack-Module-Hardware	2HPico KiCad design files	SMD	kicad footprints (files=2: Pico 2HP Controls.kicad_pcb, Pico 2HP.kicad_pcb): smd=47 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
rheslip/2HPico-Eurorack-Module-Hardware	2HPico KiCad design files/Pico 2HP Controls	SMD	kicad footprints (files=1: Pico 2HP Controls.kicad_pcb): smd=1 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
rheslip/2HPico-Eurorack-Module-Hardware	4HPico DSP KiCad design files	SMD	kicad footprints (files=1: 4HPicoDSP.kicad_pcb): smd=59 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
rheslip/2HPico-Eurorack-Module-Hardware	4HPico KiCad design files	SMD	kicad footprints (files=1: 4HPico.kicad_pcb): smd=59 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
Schreibmaschine-Berlin/eurorack	1U Atari Punk		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): 1U Atari Punk.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	3Voice_Synth		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): 3Voice_Synth.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	4UBenjolin_Kicad	THT	kicad footprints (files=3: 4UPanelGeneric.kicad_pcb, Benjolin_Kicad.kicad_pcb, Benjolin_Panel.kicad_pcb): smd=0 tht_passive=84 tht_to=3 tht_ic=7 (panel excluded) smd_ic=0	Strong	19
Schreibmaschine-Berlin/eurorack	GuitarControl		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): GuitarControl.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	LearningCircuits/A150Switch		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): A150Switch.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	MegaLogic		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): MegaLogic.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	Most_Logic		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Most_Logic.kicad_pcb (51 bytes)	Deferred	19
Schreibmaschine-Berlin/eurorack	SemitoneVoltageAdder		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): SemitoneVoltageAdder.kicad_pcb (51 bytes)	Deferred	19
shmoergh/moduleur	accessories/multiples-attenuator		BOM [no package named for 1 part(s)] (files=1: accessories/multiples-attenuator/production/bom.csv): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
shmoergh/moduleur	enclosure		BOM (files=1: enclosure/enclosure-bom.csv): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
shmoergh/moduleur	enclosure/fr4		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	enclosure/fr4/02-back		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	enclosure/fr4/03-side-left		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	enclosure/fr4/04-side-right		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	enclosure/fr4/bosch-rail-sides/bosch-side-left		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	enclosure/fr4/bosch-rail-sides/bosch-side-right		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	modules/01-psu	THT	kicad footprints (files=2: psu.kicad_pcb, psu.kicad_pcb): smd=0 tht_passive=11 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
shmoergh/moduleur	modules/01-psu/supplementary/eurorack-psu	THT	kicad footprints (files=1: psu.kicad_pcb): smd=0 tht_passive=5 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
shmoergh/moduleur	modules/02-vco	both	kicad footprints (files=3: vco-core.kicad_pcb, vco-core.kicad_pcb, vco-ui.kicad_pcb): smd=190 tht_passive=30 tht_to=4 tht_ic=0 (panel excluded) smd_ic=18	Strong	19
shmoergh/moduleur	modules/03-sidechain-mixer	both	kicad footprints (files=2: sidechain-mixer-core.kicad_pcb, sidechain-mixer-ui.kicad_pcb): smd=45 tht_passive=8 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
shmoergh/moduleur	modules/04-vcf	both	kicad footprints (files=2: vcf-core.kicad_pcb, vcf-ui.kicad_pcb): smd=62 tht_passive=21 tht_to=0 tht_ic=1 (panel excluded) smd_ic=4	Strong	19
shmoergh/moduleur	modules/05-adsr-vca	both	kicad footprints (files=2: adsr-vca-core.kicad_pcb, adsr-vca-ui.kicad_pcb): smd=45 tht_passive=7 tht_to=2 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
shmoergh/moduleur	modules/06-utils-output	both	kicad footprints (files=7: utils-output-core.kicad_pcb, utils-output-ui-4-layer.kicad_pcb, utils-output-ui-top-pots.kicad_pcb, utils-output-ui.kicad_pcb, utils-output-ui-4-layer.kicad_pcb, utils-output-ui-top-pots.kicad_pcb, utils-output-ui.kicad_pcb): smd=67 tht_passive=19 tht_to=9 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
shmoergh/moduleur	modules/06-utils-output/experimental/ui-l+r-out	both	kicad footprints (files=3: utils-output-ui-4-layer.kicad_pcb, utils-output-ui-top-pots.kicad_pcb, utils-output-ui.kicad_pcb): smd=12 tht_passive=7 tht_to=4 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
shmoergh/moduleur	modules/06-utils-output/experimental/ui-l+r-out/sheets		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shmoergh/moduleur	modules/07-brain	both	kicad footprints (files=2: brain-core.kicad_pcb, brain-ui.kicad_pcb): smd=76 tht_passive=16 tht_to=7 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
shmoergh/moduleur	modules/08-default-patch		BOM (files=2: modules/08-default-patch/default-patch-full-bom.csv, modules/08-default-patch/production/bom.csv): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
vauxflores/Electronics	CascaMesa	THT	eagle packages (files=1: CascaMesa.brd): smd=0 tht_passive=34 tht_to=0 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
vauxflores/Electronics	Eurorack/24	THT	eagle packages (files=2: VF_24Euro_PCB.brd, VF_24Euro_PANEL.brd): smd=0 tht_passive=15 tht_to=3 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
vauxflores/Electronics	Eurorack/Dual VCA		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vauxflores/Electronics	Eurorack/Duber/Revision	both	eagle packages (files=1: IFM_DuberFilter_ThroughHole_PCB_REV1a.brd): smd=4 tht_passive=76 tht_to=8 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
vauxflores/Electronics	Eurorack/Duber/Version 1	both	eagle packages (files=1: IFM_DuberFilter_ThroughHole_PCB.brd): smd=4 tht_passive=84 tht_to=8 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
vauxflores/Electronics	Eurorack/Fabrica	THT	eagle packages (files=4: VF_FabricaDeUnicorniosMuertos_PCB.brd, VF_FabricaDeUnicorniosMuertos_BlankPANEL+LED.brd, VF_FabricaDeUnicorniosMuertos_BlankPANEL.brd, VF_FabricaDeUnicorniosMuertos_PANEL.brd): smd=0 tht_passive=15 tht_to=0 tht_ic=3 (panel excluded) smd_ic=0	Strong	19
diyelectromusic/sdemp_pcbs	ArduinoProMiniUSBHostProto		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ArduinoQuadAY38910Experimenter		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ArduinoSP0256AAL2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ArduinoTrigger2MIDI		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ArduinoUnoMIDIMergeShield		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	Atari2600Shield		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	Atari2600Shield/Outputs2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	AtariPunkConsole		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	Baby8Sequencer		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ESP32MozziExperimenterPCB		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	ESP32S3Experimenter		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	KorgVolcaMIDI		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	MIDIModule3V3		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	NanoAudioExperimenterShield		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	NanoMIDIProtoShield		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	NanoMozziExperimenterShield		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	NanoMultiTone		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PGA2350Breakout		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PWMOutputFilter		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	Pico Micro Nano Matrix		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoDualMIDICarrier		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDIPack		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDIPackSingle		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDIProto		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDIRouter		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDISplitter		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDISplitterTTL		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDITouchBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoMIDITouchKeyboard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoTX816-IOBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoTX816-Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoTX816-RPiInterface		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	PicoVGABreakout		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RC2014/RC2014-PGA2350		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RC2014/RC2014-PGA2350 - VGA		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RC2014/RC2014BusSwap		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RC2014/RC2014Z80NOPTester		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RPi400MIDIAudio		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RPiZeroMIDI		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RPiZeroMiniDexedIOBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiDualMiniDexed		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiMiniDexedHD44780		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiMiniDexedSSD1306		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiMiniDexedSSD1306v2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiQuadDACMiniDexed		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiV1MiniDexedIOBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiV1SynthBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiZynthianIOBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	RpiZynthianPanel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	SquareWaveOscillator		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	TactileButtonKeyboard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	TouchKeyboard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	WaveshareDuppaController		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	WaveshareZeroKrellDisplay		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	WaveshareZeroMIDIProto		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	WaveshareZeroMultiDsplay		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	XiaoMIDIInterface		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	XiaoMIDISynthBoard		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
diyelectromusic/sdemp_pcbs	XiaoPiUSBMIDIDevice		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
FuturePresentLabs/mia-eurorack	blades/hardware_design	SMD	eagle packages (files=1: blades_v40.brd): smd=366 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=16	Strong	19
FuturePresentLabs/mia-eurorack	blinds/hardware_design	SMD	eagle packages (files=1: blinds_v60.brd): smd=174 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=10	Strong	19
FuturePresentLabs/mia-eurorack	braids/hardware_design	SMD	eagle packages (files=1: braids_v50.brd): smd=102 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=13	Strong	19
FuturePresentLabs/mia-eurorack	branches/hardware_design	SMD	eagle packages (files=1: branches_v40.brd): smd=34 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
FuturePresentLabs/mia-eurorack	clouds/hardware_design	SMD	eagle packages (files=1: clouds_v30.brd): smd=122 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
FuturePresentLabs/mia-eurorack	ears/hardware_design	SMD	eagle packages (files=1: ears_v40.brd): smd=66 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
FuturePresentLabs/mia-eurorack	edges/hardware_design	both	eagle packages (files=2: edges_expander_v01.brd, edges_v20.brd): smd=156 tht_passive=6 tht_to=0 tht_ic=0 (panel excluded) smd_ic=20	Strong	19
FuturePresentLabs/mia-eurorack	elements/hardware_design	SMD	eagle packages (files=1: elements_v02.brd): smd=142 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=11	Strong	19
FuturePresentLabs/mia-eurorack	frames/hardware_design	SMD	eagle packages (files=1: frames_v03.brd): smd=128 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
FuturePresentLabs/mia-eurorack	grids/hardware_design	SMD	eagle packages (files=1: grids_v02.brd): smd=73 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
FuturePresentLabs/mia-eurorack	kinks/hardware_design	SMD	eagle packages (files=1: kinks_v41.brd): smd=72 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
FuturePresentLabs/mia-eurorack	links/hardware_design	SMD	eagle packages (files=1: links_v40.brd): smd=38 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
FuturePresentLabs/mia-eurorack	marbles/hardware_design	SMD	eagle packages (files=1: marbles_v70.brd): smd=158 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
FuturePresentLabs/mia-eurorack	peaks/hardware_design	SMD	eagle packages (files=1: peaks_v30.brd): smd=66 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
FuturePresentLabs/mia-eurorack	plaits/hardware_design	SMD	eagle packages (files=1: plaits_v50.brd): smd=122 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
FuturePresentLabs/mia-eurorack	rings/hardware_design	SMD	eagle packages (files=1: rings_v30.brd): smd=116 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
FuturePresentLabs/mia-eurorack	ripples/hardware_design	SMD	eagle packages [superseded, not counted: ripples_v40.brd] (files=1: ripples_v90.brd): smd=125 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
FuturePresentLabs/mia-eurorack	shades/hardware_design	SMD	eagle packages [superseded, not counted: shades_v30.brd] (files=1: shades_v40.brd): smd=60 tht_passive=3 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
bummbummgarage/bummbummgarage.github.io	modules/voltage-controlled-envelope-generator-vceg/REV-2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Attenuverter/BYOM_Attenuverter_main	THT	kicad footprints (files=1: BYOM_Attenuverter_main.kicad_pcb): smd=0 tht_passive=10 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Attenuverter/BYOM_Attenuverter_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Blank/BYOM_Blank_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
clacktronics/EuroClack_BYOM_Modules	Clacktronics BYOM Envelope/BYOM_Envelope_main	THT	kicad footprints (files=1: BYOM_Envelope_main.kicad_pcb): smd=0 tht_passive=13 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
