repo	module_scope	components	comp_basis	comp_conf	detector_version
dchwebb/Retrospector	.	SMD	kicad footprints (files=3: Retrospector_Components.kicad_pcb, Retrospector_Controls.kicad_pcb, Retrospector_Panel.kicad_pcb): smd=127 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
dchwebb/Retrospector	Hardware/bu	SMD	kicad footprints (files=1: Retrospector_Components.kicad_pcb): smd=122 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=7	Strong	19
dchwebb/Spectralist	.	SMD	kicad footprints (files=4: Spectralist_Components.kicad_pcb, Spectralist_Controls.kicad_pcb, Spectralist_LEDs.kicad_pcb, Spectralist_Panel.kicad_pcb): smd=117 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/Spectralist	Hardware/Spectralist_Components		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Spectralist_Components.kicad_pcb (79 bytes)	Deferred	19
dchwebb/Spectralist	Hardware/Spectralist_LEDs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dchwebb/Spectralist	Hardware/jlcpcb	SMD	BOM (files=1: Hardware/jlcpcb/production_files/BOM-Spectralist_Components.csv): smd=79 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
DIYSynthMNL/Eurorack-2164-Quad-Exponential-VCA	.		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): AS2164-Quad-Exponential-VCA.kicad_pcb (51 bytes)	Deferred	19
DIYSynthMNL/Eurorack-2164-Quad-Exponential-VCA	Schematic PDFs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
DIYSynthMNL/Eurorack-Electric-Druid-VCDO1	.		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): Electric Druid VCDO1.kicad_pcb (51 bytes)	Deferred	19
DIYSynthMNL/Eurorack-Electric-Druid-VCDO1	Schematic PDFs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
emeb/Cheep4	Hardware/cheep4	SMD	kicad footprints (files=1: cheep4.kicad_pcb): smd=92 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
emeb/Cheep4	Hardware/cheep4_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
emeb/g081_audio	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
emeb/g081_audio	Hardware/audio_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
emeb/g081_audio	Hardware/g081_audio	SMD	kicad footprints (files=1: g081_audio.kicad_pcb): smd=72 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
emeb/S3GTA	Hardware/s3gta_back	SMD	kicad footprints (files=1: s3gta_back.kicad_pcb): smd=69 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
emeb/S3GTA	Hardware/s3gta_panel	SMD	kicad footprints (files=1: s3gta_panel.kicad_pcb): smd=34 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
environscape/ContourLine	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
environscape/ContourLine	Hardware/v2.1 4HP	SMD	BOM [no package named for 1 part(s)] (files=1: Hardware/v2.1 4HP/BOM_ContourLine2.1_ContourLine2.1_2024-03-29.xlsx): smd=48 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
environscape/ContourLine	Hardware/v2.2 4HP	SMD	BOM (files=1: Hardware/v2.2 4HP/BOM_ContourLine2.2 4HP_ContourLine2.2 4HP_2025-09-19.xlsx): smd=50 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
jakplugg/utidesII	.		BOM [no package named for 21 part(s)] (files=1: BOM.csv): smd=117 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Weak	19
jakplugg/utidesII	PCBPanel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
jakplugg/utidesII	gerb_02		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
JMHanson4/Miasma_1.03_Revised	Miasma_IO_smd	SMD	kicad footprints (files=1: Miasma_IO_smd.kicad_pcb): smd=80 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
JMHanson4/Miasma_1.03_Revised	Miasma_IO_smd/BOM and CPL	SMD	BOM (files=1: Miasma_IO_smd/BOM and CPL/Miasma_IO_smd_BOM.csv): smd=80 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
JMHanson4/Miasma_1.03_Revised	Miasma_Main_smd	SMD	kicad footprints (files=1: Miasma_Main_smd.kicad_pcb): smd=161 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Strong	19
JMHanson4/Miasma_1.03_Revised	Miasma_Main_smd/BOM and CPL	SMD	BOM [no package named for 2 part(s)] (files=1: Miasma_Main_smd/BOM and CPL/Miasma_Main_smd_BOM.csv): smd=159 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=9	Stated	19
JMHanson4/Miasma_1.03_Revised	Miasma_Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
johannesstrueber/dots	kicad_frontpanel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
johannesstrueber/dots	kicad_main	SMD	kicad footprints (files=1: main.kicad_pcb): smd=47 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
jsenzel1/supra	.	SMD	BOM [no package named for 1 part(s)] (files=1: hardware/JLCPCB fabrication files/SUPRA_ASSEMBLY_FILE_BOM.csv): smd=95 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
jsenzel1/supra	hardware/board final for public	SMD	kicad footprints (files=1: supra_board.kicad_pcb): smd=101 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
jsenzel1/supra	hardware/panel final for public	SMD	BOM (files=1: hardware/panel final for public/production/bom.csv): smd=25 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Stated	19
jsenzel1/supra	hardware/panel final for public/supra		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Pl0p/Modular_Synth	Drum-H	THT	kicad footprints (files=1: Drum_H_v2.kicad_pcb): smd=0 tht_passive=12 tht_to=6 tht_ic=5 (panel excluded) smd_ic=0	Strong	19
Pl0p/Modular_Synth	Drum-K_MKII	THT	kicad footprints (files=2: Controls.kicad_pcb, Drum-K_MKII.kicad_pcb): smd=0 tht_passive=13 tht_to=8 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
Pl0p/Modular_Synth	Drum-S	THT	kicad footprints (files=1: Drum-S.kicad_pcb): smd=0 tht_passive=8 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
Pl0p/Modular_Synth	OLD/Drum-K	THT	kicad footprints (files=1: Drum-k.kicad_pcb): smd=0 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
Pl0p/Modular_Synth	OLD/GateOmatix/Hardware	THT	kicad footprints (files=1: Main_board.kicad_pcb): smd=0 tht_passive=20 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
PoloAudiovisual/Quatro	Quatro_rev1.0		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
PoloAudiovisual/Quatro	Quatro_rev1.1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
promesoft/KicadJE_MoogVCF	KicadJE_MoogVCF_1	SMD	kicad footprints (files=1: KicadJE_MoogVCF_1.kicad_pcb): smd=194 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
promesoft/KicadJE_MoogVCF	KicadJE_MoogVCF_1_revB	SMD	kicad footprints (files=1: KicadJE_MoogVCF_1b.kicad_pcb): smd=194 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
Quinienl/Basic-Modules	Mixer	THT	kicad footprints (files=1: Mixer.kicad_pcb): smd=0 tht_passive=14 tht_to=0 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
Quinienl/Basic-Modules	Multiple		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Quinienl/Basic-Modules	MultipleBuffered	THT	kicad footprints (files=1: MultipleBuffered.kicad_pcb): smd=0 tht_passive=18 tht_to=0 tht_ic=2 (panel excluded) smd_ic=0	Strong	19
Quinienl/Basic-Modules	Switch		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Quinienl/LittleBen	.	THT	kicad footprints (files=2: LittleBenv2.kicad_pcb, panel.kicad_pcb): smd=0 tht_passive=22 tht_to=3 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
Quinienl/LittleBen	Back		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Quinienl/LittleBen	Panelv2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
rob-scape/daisy-seed-breakout-boards	daisy-seed-dcdc-opamps	SMD	BOM [no package named for 3 part(s)] (files=1: daisy-seed-dcdc-opamps/BOM_seed_power_opamps_2025-08-29.csv): smd=43 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Stated	19
rob-scape/daisy-seed-breakout-boards	daisy-seed-mcp6004-mux	SMD	BOM (files=1: daisy-seed-mcp6004-mux/BOM_8Mux_8cvins_0-3.3V_2025-08-29.csv): smd=41 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
robgmsn/gmsn	LMNC/safetyValve	both	eagle packages (files=1: Safety Valve.brd): smd=1 tht_passive=27 tht_to=0 tht_ic=1 (panel excluded) smd_ic=1	Strong	19
robgmsn/gmsn	pureModular/pureQuantiser	both	eagle packages (files=2: Pure Quantiser Panel.brd, Pure Quantiser.brd): smd=46 tht_passive=39 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
seismicindustries/spink0	.	SMD	eagle packages (files=1: pink-0.brd): smd=24 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
seismicindustries/spink0	hardware/spink0_adaption/060_spink0_DB	SMD	kicad footprints (files=1: pink0.kicad_pcb): smd=18 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
seismicindustries/spink0	hardware/spink0_adaption/060_spink0_MB	SMD	kicad footprints (files=4: pink0_FrontPanel.kicad_pcb, pink0_mergeMK1.kicad_pcb, pink0.kicad_pcb, pink0_FrontPanel.kicad_pcb): smd=82 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
seismicindustries/spink0	hardware/spink0_adaption/060_spink0_MB/merge	SMD	kicad footprints (files=2: pink0_FrontPanel.kicad_pcb, pink0_mergeMK1.kicad_pcb): smd=50 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
shannon-greenlight/bonkulator	.	SMD	kicad footprints (files=2: main_board.kicad_pcb, panel.kicad_pcb): smd=189 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=18	Strong	19
shannon-greenlight/bonkulator	BonkDaddy/BonkDaddy2HP_Board	SMD	kicad footprints (files=1: BonkDaddy2HP_Board.kicad_pcb): smd=14 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
shannon-greenlight/bonkulator	BonkDaddy/BonkDaddy2HP_Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
shannon-greenlight/bonkulator	BonkDaddy/BonkDaddyBoard	THT	kicad footprints (files=1: BonkDaddyBoard.kicad_pcb): smd=0 tht_passive=11 tht_to=2 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
shannon-greenlight/bonkulator	BonkDaddy/BonkDaddyPanel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
Shayshez/EuroScope	.	SMD	eagle packages (files=1: DSO150_Conversion_Board_2_1.brd): smd=14 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
Shayshez/EuroScope	Expander	SMD	eagle packages (files=1: DSO_Expendr1_0.brd): smd=9 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
Shayshez/EuroScope	Legacy	THT	eagle packages (files=1: DSO150_Conversion_Board_1.0.brd): smd=0 tht_passive=3 tht_to=1 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
squaresolid/benjolin_gorga	Benjolin Gorga	both	kicad footprints (files=2: Benjolin Gorga.kicad_pcb, benjolin_1.6_panel.kicad_pcb): smd=86 tht_passive=0 tht_to=2 tht_ic=1 (panel excluded) smd_ic=0	Strong	19
squaresolid/benjolin_gorga	Benjolin Gorga/Benjolin_Gorga_Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bastl-instruments/kastle2	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bastl-instruments/kastle2	case/top-panel		1 .kicad_pcb fetched but held no footprints (LFS stub or empty board?): kastle2-template-panel.brd (not XML or no elements, 30345 bytes)	Deferred	19
BelaPlatform/gliss-hardware	gliss_faceplate	SMD	kicad footprints (files=4: gliss_faceplate.kicad_pcb, gliss_faceplate_1U_L.kicad_pcb, gliss_faceplate_1U_R.kicad_pcb, gliss_faceplate_inverted.kicad_pcb): smd=52 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=52	Strong	19
BelaPlatform/gliss-hardware	gliss_led	SMD	kicad footprints (files=1: gliss_led.kicad_pcb): smd=27 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
BelaPlatform/gliss-hardware	gliss_main	SMD	kicad footprints (files=1: gliss_main.kicad_pcb): smd=82 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
benjiaomodular/MiniSNH	MiniSNH v1.0	SMD	kicad footprints (files=3: MiniAttenuMix.kicad_pcb, MiniSNH v1.0.kicad_pcb, MiniSNH v1.0.kicad_pcb): smd=57 tht_passive=1 tht_to=2 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
benjiaomodular/MiniSNH	MiniSNH v1.0/Inkscape Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
benjiaomodular/MiniSNH	MiniSNH v1.1	SMD	kicad footprints (files=4: MiniSNH v1.1 - Front.kicad_pcb, MiniSNH v1.1 - Main.kicad_pcb, MiniSNH v1.0.kicad_pcb, MiniSNH.kicad_pcb): smd=122 tht_passive=2 tht_to=4 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
benjiaomodular/MiniSNH	MiniSNH v1.1/Fabrication	SMD	kicad footprints (files=2: MiniSNH v1.1 - Front.kicad_pcb, MiniSNH v1.1 - Main.kicad_pcb): smd=61 tht_passive=1 tht_to=2 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
benjiaomodular/MiniSNH	MiniSNH v1.1/Inkscape Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/Stereo-Output-2hp	PSO_panel_rev1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/Stereo-Output-2hp	PSO_panel_rev1/gerbs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/Stereo-Output-2hp	PSO_panel_rev2		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/Stereo-Output-2hp	passive_stereo_output_rev1		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/Stereo-Output-2hp	passive_stereo_output_rev1/gerbs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/two-tone	rev1_PCB	THT	kicad footprints (files=1: twotone.kicad_pcb): smd=0 tht_passive=6 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
bmoren/two-tone	rev1_PCB/tow_tone_rev1_gerbs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/two-tone	rev2_panel_PCB/gerbs		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bmoren/two-tone	rev2_panel_PCB/twotone_rev2_panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
bpcmusic/telex	hardware/TELEXi	both	eagle packages (files=1: Telex-I.brd): smd=41 tht_passive=9 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
bpcmusic/telex	hardware/TELEXo	both	eagle packages (files=1: Telex-O.brd): smd=60 tht_passive=9 tht_to=0 tht_ic=0 (panel excluded) smd_ic=8	Strong	19
ctag-fh-kiel/ctag-tbd	.	SMD	kicad footprints (files=1: ESP32-Eurorack-Audio.kicad_pcb): smd=102 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
ctag-fh-kiel/ctag-tbd	hw/frontplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dchwebb/Addatone	Hardware/ARM_Dev_Board	SMD	kicad footprints (files=2: STM32L152_Dev_Board 1.1.kicad_pcb, STM32L152_Dev_Board.kicad_pcb): smd=30 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
dchwebb/DisPhaze	.	SMD	kicad footprints (files=3: DisPhaze.kicad_pcb, DisPhaze_Panel.kicad_pcb, Disphaze_Larger_MCU_Pads.kicad_pcb): smd=120 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/DisPhaze	Hardware/bu	SMD	kicad footprints (files=3: DisPhaze.kicad_pcb, DisPhaze_Panel.kicad_pcb, DisPhaze_Panel_mk2.5.kicad_pcb): smd=10 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
dchwebb/DisPhaze	Hardware_v3	SMD	kicad footprints (files=2: DisPhaze_Components.kicad_pcb, DisPhaze_Panel.kicad_pcb): smd=63 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/DisPhaze	Hardware_v3.5	SMD	kicad footprints (files=2: DisPhaze_Components.kicad_pcb, DisPhaze_Panel.kicad_pcb): smd=63 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/Kishoof	.	SMD	kicad footprints (files=4: Kishoof_Components.kicad_pcb, Kishoof_Controls.kicad_pcb, Kishoof_Panel.kicad_pcb, Kishoof_screen.kicad_pcb): smd=83 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/Kishoof	Hardware/Combined_Controls_Components	SMD	kicad footprints (files=3: Kishoof_Components.kicad_pcb, Kishoof_Panel.kicad_pcb, Kishoof_screen.kicad_pcb): smd=85 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
dchwebb/Kishoof	Hardware/Kishoof_Controls	SMD	kicad footprints (files=1: Kishoof_Controls.kicad_pcb): smd=2 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Strong	19
dchwebb/Kishoof	Hardware/Kishoof_Panel		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
dchwebb/Kishoof	bu/Proto_Hardware	SMD	kicad footprints (files=3: Retrospector_Components.kicad_pcb, Retrospector_Controls.kicad_pcb, Retrospector_Panel.kicad_pcb): smd=107 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
dchwebb/Oscar	.	SMD	BOM (files=1: BOM.md): smd=19 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
dchwebb/Oscar	Hardware_v3	SMD	kicad footprints (files=4: lcd_Daughterboard.kicad_pcb, oscar_components.kicad_pcb, oscar_panel.kicad_pcb, oscar_panel_nousb_variant.kicad_pcb): smd=45 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
dchwebb/Oscar	Hardware_v3/jlcpcb	SMD	BOM [no package named for 5 part(s)] (files=1: Hardware_v3/jlcpcb/production_files/BOM-oscar_components.csv): smd=42 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Stated	19
dchwebb/Oscar	Old/Hardware_v1	SMD	kicad footprints (files=1: oscar.kicad_pcb): smd=36 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
squaresolid/benjolin_gorga	Benjolin Gorga/pcbway_production/2024-03-05-21-01-24	both	BOM (files=1: Benjolin Gorga/pcbway_production/2024-03-05-21-01-24/Benjolin Gorga.kicad_pcb_bom.csv): smd=105 tht_passive=40 tht_to=2 tht_ic=1 (panel excluded) smd_ic=0	Stated	19
StudioKAT/DualTimbre	v1.0	SMD	kicad footprints (files=1: Dual Timbre_v1.0.kicad_pcb): smd=113 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
StudioKAT/DualTimbre	v1.1	SMD	kicad footprints (files=1: Dual Timbre_v1.1.kicad_pcb): smd=113 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
StudioKAT/R2R-DAC	v1.0	SMD	kicad footprints (files=1: R2R DAC.kicad_pcb): smd=17 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=1	Strong	19
StudioKAT/R2R-DAC	v2.0	SMD	kicad footprints (files=1: R2R DAC v2.kicad_pcb): smd=26 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=2	Strong	19
StudioKAT/Toolbox	v1.0	SMD	kicad footprints (files=1: Toolbox_v1.0.kicad_pcb): smd=203 tht_passive=2 tht_to=0 tht_ic=0 (panel excluded) smd_ic=12	Strong	19
StudioKAT/Toolbox	v2.1	SMD	kicad footprints (files=1: Toolbox_v2.1.kicad_pcb): smd=205 tht_passive=1 tht_to=0 tht_ic=0 (panel excluded) smd_ic=14	Strong	19
svgeesus/ondesModulaire	dual comparator	THT	eagle packages (files=1: comparator.brd): smd=0 tht_passive=27 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
svgeesus/ondesModulaire	keyboard	both	eagle packages (files=2: dac2b-only.brd, matrix-only.brd): smd=1 tht_passive=18 tht_to=0 tht_ic=3 (panel excluded) smd_ic=1	Strong	19
svgeesus/ondesModulaire	offsets	both	eagle packages (files=2: offsets-7x.brd, offsets.brd): smd=104 tht_passive=26 tht_to=0 tht_ic=2 (panel excluded) smd_ic=6	Strong	19
svgeesus/ondesModulaire	precision rectifier	THT	eagle packages (files=1: offset_rectifier.brd): smd=0 tht_passive=25 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Strong	19
svgeesus/ondesModulaire	transpositeurs	both	eagle packages (files=1: digibuttons.brd): smd=16 tht_passive=10 tht_to=0 tht_ic=1 (panel excluded) smd_ic=3	Strong	19
TomWhitwell/TuringMachine	.	THT	eagle packages (files=3: TuringBack.brd, TuringFront.brd, TuringPanel.brd): smd=0 tht_passive=76 tht_to=4 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
TomWhitwell/TuringMachine	Collateral/Older Versions	THT	eagle packages (files=1: TuringMachine_singleBoard.brd): smd=0 tht_passive=70 tht_to=4 tht_ic=10 (panel excluded) smd_ic=0	Strong	19
TomWhitwell/TuringMachine	Collateral/PDF Schematics		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	156bus_narrow		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	my_little_euro		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	powerbus		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vaeinoe/moraydular	virta		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
VoltageFoundryMod/IRONMix	.	SMD	kicad footprints (files=2: 4HP_Front_panel.kicad_pcb, IRONMix.kicad_pcb): smd=61 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
VoltageFoundryMod/IRONMix	V1	SMD	kicad footprints (files=2: IRONMix_Frontboard_V1.kicad_pcb, IRONMix_Mainboard_V1.kicad_pcb): smd=61 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Strong	19
VoltageFoundryMod/IRONMix	V1/jlcpcb	SMD	BOM (files=3: V1/jlcpcb/production_files/BOM-4HP_Front_panel.csv, V1/jlcpcb/production_files/BOM-IRONMix_Frontboard_V1.csv, V1/jlcpcb/production_files/BOM-IRONMix_Mainboard_V1.csv): smd=71 tht_passive=4 tht_to=0 tht_ic=0 (panel excluded) smd_ic=5	Stated	19
vonkonow/LEET-Modular	.		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vonkonow/LEET-Modular	build_pcb		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
vult-dsp/Vult-DIY-Resources	Fuser		BOM [no package named for 38 part(s)] (files=1: Fuser/Vult Fuser BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
vult-dsp/Vult-DIY-Resources	Vorg		BOM [no package named for 52 part(s)] (files=1: Vorg/Vult Vorg BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=4 (panel excluded) smd_ic=0	Weak	19
vult-dsp/Vult-DIY-Resources	Wolv		BOM [no package named for 78 part(s)] (files=1: Wolv/Vult Wolv BOM.xlsx): smd=0 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=0	Deferred	19
wntrblm/Helium	.	SMD	kicad footprints (files=1: board.kicad_pcb): smd=45 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=4	Strong	19
wntrblm/Helium	hardware/faceplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
wntrblm/Helium	hardware/hubble-lens	SMD	kicad footprints (files=1: hubble-lens.kicad_pcb): smd=3 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=3	Strong	19
wntrblm/Neptune	.	SMD	kicad footprints (files=1: mainboard.kicad_pcb): smd=209 tht_passive=0 tht_to=0 tht_ic=0 (panel excluded) smd_ic=6	Strong	19
wntrblm/Neptune	hardware/faceplate		no .kicad_pcb, EasyEDA JSON, Eagle .brd or machine-readable BOM in scope	Deferred	19
